rating,list_price,weight,brand,lifestage,itemnumber,specialdiet,product_list,foodform,breedsize,review_count,price,madein,company,foodtexture
4.5,,,dogswell,adult,107579,,"nutrisca grain-free lamb & chickpea stew recipe canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",2,"
                        $30.92",,Nutrisca,pate
5,"
                        $38.57",,breeder's choice,adult,89227,"sensitive digestion, limited ingredient diet, grain-free","avoderm natural grain-free revolving menu lamb recipe adult & puppy canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",2,"
                        $30.89",,AvoDerm,pate
4.8,"
                        $18.00",,,adult,86043,,"cesar home delights beef with broccoli dog food trays,3.5-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",5,"
                        $16.80",,Cesar,chunks in gravy
3.9,"
                        $44.80",,,"all stages, adult",54306,"grain-free, gluten free, no corn no wheat no soy","nature's logic canine duck & salmon feast grain-free canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",9,"
                        $42.48",united states,Nature's Logic,minced
5,"
                        $40.60",,,"adult, all stages",88464,"sensitive digestion, gluten free, grain-free, limited ingredient diet","firstmate salmon formula limited ingredient grain-free canned dog food,12.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",1,"
                        $37.08",canada,FirstMate,pate
,"
                        $26.32",4.0 pounds,blue earth's essentials,adult,122563,no corn no wheat no soy,"blue buffalo earth's essentials harvest table chicken & quinoa in gravy recipe dog food trays,8-oz,case of 8",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $21.99",,lue Buffalo,chunks in gravy
5,"
                        $16.77",9.9 pounds,,"all stages, adult",114384,,"pedigree homestyle meals hearty beef & vegetable flavor in gravy canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",1,"
                        $14.88",united states,Pedigree,chunks in gravy
3.5,"
                        $25.54",4.0 pounds,blue life protection,"adult, all stages",114307,no corn no wheat no soy,"blue buffalo savory lamb stew with potatoes,carrots & peas dog food trays,8-oz,case of 8",wet food,"all breeds, small breeds, medium breeds, large breeds",2,"
                        $18.99",united states,lue Buffalo,stew
5,"
                        $11.71",3.17 ounces,purina,"adult, all stages",111044,,"purina bella with beef in savory juices small breed dog food trays,3.5-oz,case of 12",wet food,"small breeds, extra small & toy breeds",1,"
                        $10.80",united states,Purina Bella,pate
4.8,"
                        $29.88",,,"adult, all stages",99443,grain-free,"chicken soup for the soul turkey & salmon stew grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",4,"
                        $23.88",united states,Chicken Soup,pate
4.1,"
                        $36.99",,,adult,83372,grain-free,"wysong epigen chicken formula grain-free canned  dog,cat & ferret food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",15,"
                        $33.60",united states,Wysong,pate
4.5,"
                        $49.85",,,senior,77042,"sensitive digestion, grain-free, gmo-free",halo holistic beef recipe senior canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",11,"
                        $42.45",united states,Halo,pate
,"
                        $9.50",2.625 pounds,,adult,128529,,"cesar classics filet mignon flavor in meaty juices dog food trays,3.5-oz,pack of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $8.38",united states,Cesar,pate
5,"
                        $18.00",,,adult,109804,,"cesar home delights grilled ribeye steak flavor with potatoes & vegetables dog food trays,3.5-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",1,"
                        $16.80",,Cesar,pate
4.7,"
                        $62.16",,wellness core,adult,87672,"high-protein, grain-free","wellness core chunky centers with turkey,duck & white sweet potato grain-free wet dog food,6-oz,case of 24",wet food,"small breeds, medium breeds, large breeds, all breeds",3,"
                        $58.99",,Wellness,"pate, chunks in gravy"
5,,,natural ultramix,adult,65677,"grain-free, no corn no wheat no soy","castor & pollux natural ultramix minced chicken & bacon with fresh tomatoes entree grain-free adult canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",8,"
                        $37.99",united states,Castor & Pollux,stew
4.7,,,dogswell,"adult, all stages",50943,"sensitive digestion, high-protein, grain-free, gluten free, no corn no wheat no soy","nutrisca grain-free turkey & chickpea stew recipe canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",17,"
                        $33.99",united states,Nutrisca,stew
4.1,"
                        $38.28",,organix,"all stages, adult",49810,"gmo-free, organic","castor & pollux organix organic turkey,carrot & potato recipe adult canned dog food,12.7-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",14,"
                        $30.50",united states,Castor & Pollux,pate
1,"
                        $18.00",,,adult,110518,,"cesar home delights sausage flavor with egg and cheese dog food trays,3.5-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",2,"
                        $16.80",united states,Cesar,chunks in gravy
5,,,vets choice,"adult, all stages",102049,"grain-free, gluten free, gmo-free","health extension grain-free savory beef stew canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",2,"
                        $28.68",united states,Health Extension,stew
5,"
                        $32.28",,,adult,98697,"gluten free, grain-free, no corn no wheat no soy","solid gold leaping waters chicken,salmon & vegetable recipe grain-free small & medium breed canned dog food,13-oz can,case of 12",wet food,"small breeds, medium breeds",3,"
                        $31.50",united states,Solid Gold,pate
4.9,"
                        $38.99",,,"adult, all stages",88807,"organic, grain-free, gluten free, no corn no wheat no soy","party animal kickin' chicken recipe grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",8,"
                        $34.68",united states,Party Animal,pate
4.4,"
                        $46.99",9.75 pounds,,"all stages, adult",76649,"sensitive digestion, grain-free, no corn no wheat no soy","holistic select duck pate recipe grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",9,"
                        $34.99",united states,Holistic Select,pate
5,"
                        $28.56",7.0 pounds,,adult,117830,"gluten free, grain-free, no corn no wheat no soy","whole earth farms small breed recipe beef dinner grain-free canned dog food,3.2-oz,case of 24",wet food,"extra small & toy breeds, small breeds",1,"
                        $24.96",united states,Whole Earth Farms,stew
5,"
                        $20.28",,,"adult, all stages",108458,"grain-free, limited ingredient diet","canidae grain-free pure petite pottage style dinner with duck & pumpkin in broth small breed dog food trays,3.5-oz,case of 12",wet food,"extra small & toy breeds, small breeds",1,"
                        $18.05",united states,CANIDAE,minced
4.9,"
                        $44.99",5.25 pounds,royal canin size health nutrition,"puppy, adult, all stages",90384,,"royal canin starter mousse mother & babydog birth program dog food trays,3.5-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",9,"
                        $40.60",united states,Royal Canin,pate
5,"
                        $11.43",3.17 ounces,purina,"adult, all stages",110792,,"purina bella porterhouse steak flavor in savory juices small breed dog food trays,3.5-oz,case of 12",wet food,"small breeds, extra small & toy breeds",2,"
                        $10.80",united states,Purina Bella,pate
,"
                        $11.64",,,adult,101058,,"variety pet foods mixables variety pack dog food pouches,3-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",,"
                        $10.98",united states,Variety Pet Foods,chunks in gravy
4.4,,,,adult,98695,"gluten free, grain-free, no corn no wheat no soy","solid gold leaping waters chicken,salmon & vegetable recipe in gravy grain-free small & medium breed dog food cups,3.5-oz cup,case of 12",wet food,"small breeds, medium breeds",5,"
                        $17.88",,Solid Gold,chunks in gravy
3.8,"
                        $32.28",,,"adult, all stages",86566,no corn no wheat no soy,"solid gold star chaser chicken & brown rice recipe with vegetables canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",11,"
                        $30.00",united states,Solid Gold,pate
4.5,"
                        $69.99",,,adult,85696,,"caru real beef stew grain-free wet dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",13,"
                        $59.88",united states,Caru,stew
4.7,"
                        $32.99",,,"adult, all stages",48336,organic,newman's own organics chicken formula canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",14,"
                        $30.99",united states,Newman's Own Organics,pate
4.4,"
                        $29.88",,,"adult, all stages",99467,"sensitive digestion, limited ingredient diet, grain-free","chicken soup for the soul limited ingredient diet lamb & lentils recipe grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",8,"
                        $23.88",united states,Chicken Soup,pate
4.6,"
                        $38.99",,,"adult, all stages",88813,"grain-free, organic, gluten free, no corn no wheat no soy","party animal chillin' chicken grain-free recipe canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",7,"
                        $34.68",united states,Party Animal,pate
